SET,DAG,MODEL,K_EDGE,N_FEAT,FEATURE_KEY,N_RUNS,AUROC (Mean ± SD),AUPRC (Mean ± SD),F1-Score (Mean ± SD),Brier (Mean ± SD),ECE (Mean ± SD)
OF,PC,FFMLP,19,32,176f018cb5c2c8cf,5,0.881 ± 0.008,0.248 ± 0.017,0.343 ± 0.038,0.01948 ± 0.00036,0.00856 ± 0.00162
OF,PC,FFMLP,20,33,d94ce2ce605d4851,5,0.884 ± 0.004,0.247 ± 0.013,0.332 ± 0.045,0.01953 ± 0.00022,0.00893 ± 0.00195
OF,PC,FFMLP,21,34,2cd73d9141134774,5,0.885 ± 0.015,0.257 ± 0.017,0.364 ± 0.025,0.01930 ± 0.00030,0.00815 ± 0.00159
OF,PC,FFMLP,22,35,d3c7b2ea7e48d507,5,0.881 ± 0.008,0.254 ± 0.018,0.344 ± 0.022,0.01946 ± 0.00018,0.00894 ± 0.00102
OF,PC,FFMLP,23,36,2088c05c8d8f760b,5,0.881 ± 0.009,0.253 ± 0.016,0.363 ± 0.022,0.01948 ± 0.00028,0.00906 ± 0.00147
OF,PC,FFMLP,24,37,56b4aac031f87554,5,0.885 ± 0.011,0.260 ± 0.015,0.363 ± 0.016,0.01932 ± 0.00030,0.00849 ± 0.00138
OF,PC,LightGBM,1,14,721bb5b3791b65b8,5,0.923 ± 0.002,0.458 ± 0.007,0.463 ± 0.010,0.01662 ± 0.00017,0.01657 ± 0.00052
OF,PC,LightGBM,2,15,fc59b09fb5ee3839,5,0.925 ± 0.002,0.450 ± 0.005,0.479 ± 0.014,0.01652 ± 0.00012,0.01601 ± 0.00060
OF,PC,LightGBM,3,16,0d11386dd824b4c1,5,0.929 ± 0.001,0.447 ± 0.005,0.472 ± 0.016,0.01648 ± 0.00013,0.01606 ± 0.00025
OF,PC,LightGBM,4,17,285c77ccbcb26f76,5,0.932 ± 0.003,0.437 ± 0.006,0.457 ± 0.020,0.01661 ± 0.00007,0.01631 ± 0.00048
OF,PC,LightGBM,5,18,3b96f3c5e78883cd,5,0.931 ± 0.001,0.450 ± 0.008,0.475 ± 0.015,0.01639 ± 0.00011,0.01594 ± 0.00042
OF,PC,LightGBM,6,19,bcb0b960f2d60d8e,5,0.936 ± 0.002,0.465 ± 0.003,0.467 ± 0.010,0.01647 ± 0.00009,0.01625 ± 0.00049
OF,PC,LightGBM,7,20,fc2a48d3efdcf9d2,5,0.938 ± 0.002,0.467 ± 0.005,0.469 ± 0.021,0.01656 ± 0.00011,0.01634 ± 0.00053
OF,PC,LightGBM,8,21,6c77d017e3138a39,5,0.937 ± 0.002,0.447 ± 0.004,0.459 ± 0.014,0.01675 ± 0.00018,0.01647 ± 0.00012
OF,PC,LightGBM,9,22,0f710de7b3c7092d,5,0.936 ± 0.002,0.446 ± 0.005,0.463 ± 0.016,0.01685 ± 0.00015,0.01661 ± 0.00038
OF,PC,LightGBM,10,23,9710632908b0d396,5,0.938 ± 0.002,0.454 ± 0.006,0.462 ± 0.012,0.01667 ± 0.00012,0.01649 ± 0.00030
OF,PC,LightGBM,11,24,20cc5c9a42ed1752,5,0.937 ± 0.001,0.456 ± 0.006,0.464 ± 0.021,0.01663 ± 0.00016,0.01662 ± 0.00031
OF,PC,LightGBM,12,25,0857a78345413e0e,5,0.937 ± 0.001,0.461 ± 0.005,0.477 ± 0.017,0.01655 ± 0.00020,0.01608 ± 0.00035
OF,PC,LightGBM,13,26,463c4174acb2abb3,5,0.933 ± 0.003,0.455 ± 0.007,0.464 ± 0.008,0.01672 ± 0.00018,0.01655 ± 0.00047
OF,PC,LightGBM,14,27,5046c221cf89c9d1,5,0.930 ± 0.002,0.466 ± 0.005,0.495 ± 0.016,0.01673 ± 0.00019,0.01687 ± 0.00018
OF,PC,LightGBM,15,28,e8553ac2e8a1b18f,5,0.930 ± 0.001,0.470 ± 0.008,0.483 ± 0.018,0.01669 ± 0.00020,0.01662 ± 0.00032
OF,PC,LightGBM,16,29,f58cd5bcf72e5cb2,5,0.931 ± 0.003,0.468 ± 0.009,0.490 ± 0.022,0.01674 ± 0.00025,0.01664 ± 0.00028
OF,PC,LightGBM,17,30,4762f86d5d8bbacb,5,0.929 ± 0.001,0.473 ± 0.010,0.506 ± 0.013,0.01679 ± 0.00018,0.01670 ± 0.00016
OF,PC,LightGBM,18,31,ef62e99782aa5a11,5,0.923 ± 0.002,0.464 ± 0.005,0.495 ± 0.026,0.01683 ± 0.00007,0.01665 ± 0.00017
OF,PC,LightGBM,19,32,176f018cb5c2c8cf,5,0.926 ± 0.002,0.471 ± 0.005,0.509 ± 0.019,0.01682 ± 0.00012,0.01674 ± 0.00030
OF,PC,LightGBM,20,33,d94ce2ce605d4851,5,0.919 ± 0.003,0.467 ± 0.006,0.493 ± 0.027,0.01686 ± 0.00017,0.01676 ± 0.00033
OF,PC,LightGBM,21,34,2cd73d9141134774,5,0.918 ± 0.002,0.468 ± 0.005,0.495 ± 0.012,0.01678 ± 0.00007,0.01653 ± 0.00021
OF,PC,LightGBM,22,35,d3c7b2ea7e48d507,5,0.917 ± 0.003,0.463 ± 0.004,0.495 ± 0.019,0.01690 ± 0.00008,0.01688 ± 0.00020
OF,PC,LightGBM,23,36,2088c05c8d8f760b,5,0.922 ± 0.003,0.475 ± 0.005,0.497 ± 0.013,0.01663 ± 0.00026,0.01633 ± 0.00028
OF,PC,LightGBM,24,37,56b4aac031f87554,5,0.923 ± 0.003,0.468 ± 0.007,0.486 ± 0.012,0.01688 ± 0.00026,0.01666 ± 0.00054
OF,PC,Logit,1,14,721bb5b3791b65b8,5,0.924 ± 0.000,0.258 ± 0.000,0.273 ± 0.000,0.01890 ± 0.00000,0.01173 ± 0.00000
OF,PC,Logit,2,15,fc59b09fb5ee3839,5,0.924 ± 0.000,0.257 ± 0.000,0.352 ± 0.000,0.01896 ± 0.00000,0.01140 ± 0.00000
OF,PC,Logit,3,16,0d11386dd824b4c1,5,0.923 ± 0.000,0.256 ± 0.000,0.263 ± 0.000,0.01897 ± 0.00000,0.01116 ± 0.00000
OF,PC,Logit,4,17,285c77ccbcb26f76,5,0.924 ± 0.000,0.256 ± 0.000,0.329 ± 0.000,0.01916 ± 0.00000,0.01220 ± 0.00000
OF,PC,Logit,5,18,3b96f3c5e78883cd,5,0.921 ± 0.000,0.257 ± 0.000,0.329 ± 0.000,0.01917 ± 0.00000,0.01247 ± 0.00000
OF,PC,Logit,6,19,bcb0b960f2d60d8e,5,0.922 ± 0.000,0.261 ± 0.000,0.383 ± 0.000,0.01946 ± 0.00000,0.01250 ± 0.00000
OF,PC,Logit,7,20,fc2a48d3efdcf9d2,5,0.921 ± 0.000,0.251 ± 0.000,0.385 ± 0.000,0.01983 ± 0.00000,0.01355 ± 0.00000
OF,PC,Logit,8,21,6c77d017e3138a39,5,0.917 ± 0.000,0.256 ± 0.000,0.373 ± 0.000,0.01975 ± 0.00000,0.00990 ± 0.00000
OF,PC,Logit,9,22,0f710de7b3c7092d,5,0.916 ± 0.000,0.233 ± 0.000,0.323 ± 0.000,0.01995 ± 0.00000,0.00791 ± 0.00000
OF,PC,Logit,10,23,9710632908b0d396,5,0.917 ± 0.000,0.234 ± 0.000,0.325 ± 0.000,0.01993 ± 0.00000,0.00807 ± 0.00000
OF,PC,Logit,11,24,20cc5c9a42ed1752,5,0.917 ± 0.000,0.240 ± 0.000,0.329 ± 0.000,0.01960 ± 0.00000,0.00832 ± 0.00000
OF,PC,Logit,12,25,0857a78345413e0e,5,0.916 ± 0.000,0.237 ± 0.000,0.325 ± 0.000,0.01966 ± 0.00000,0.00850 ± 0.00000
OF,PC,Logit,13,26,463c4174acb2abb3,5,0.915 ± 0.000,0.240 ± 0.000,0.342 ± 0.000,0.01971 ± 0.00000,0.00834 ± 0.00000
OF,PC,Logit,14,27,5046c221cf89c9d1,5,0.915 ± 0.000,0.243 ± 0.000,0.342 ± 0.000,0.01968 ± 0.00000,0.01005 ± 0.00000
OF,PC,Logit,15,28,e8553ac2e8a1b18f,5,0.917 ± 0.000,0.244 ± 0.000,0.326 ± 0.000,0.01967 ± 0.00000,0.00957 ± 0.00000
OF,PC,Logit,16,29,f58cd5bcf72e5cb2,5,0.917 ± 0.000,0.245 ± 0.000,0.340 ± 0.000,0.01967 ± 0.00000,0.00958 ± 0.00000
OF,PC,Logit,17,30,4762f86d5d8bbacb,5,0.917 ± 0.000,0.244 ± 0.000,0.340 ± 0.000,0.01968 ± 0.00000,0.00961 ± 0.00000
OF,PC,Logit,18,31,ef62e99782aa5a11,5,0.917 ± 0.000,0.244 ± 0.000,0.314 ± 0.000,0.01969 ± 0.00000,0.01005 ± 0.00000
OF,PC,Logit,19,32,176f018cb5c2c8cf,5,0.916 ± 0.000,0.244 ± 0.000,0.312 ± 0.000,0.01970 ± 0.00000,0.00988 ± 0.00000
OF,PC,Logit,20,33,d94ce2ce605d4851,5,0.917 ± 0.000,0.249 ± 0.000,0.340 ± 0.000,0.01970 ± 0.00000,0.00996 ± 0.00000
OF,PC,Logit,21,34,2cd73d9141134774,5,0.918 ± 0.000,0.248 ± 0.000,0.333 ± 0.000,0.01976 ± 0.00000,0.01003 ± 0.00000
OF,PC,Logit,22,35,d3c7b2ea7e48d507,5,0.918 ± 0.000,0.251 ± 0.000,0.275 ± 0.000,0.01963 ± 0.00000,0.00939 ± 0.00000
OF,PC,Logit,23,36,2088c05c8d8f760b,5,0.917 ± 0.000,0.249 ± 0.000,0.336 ± 0.000,0.01966 ± 0.00000,0.00908 ± 0.00000
OF,PC,Logit,24,37,56b4aac031f87554,5,0.917 ± 0.000,0.250 ± 0.000,0.275 ± 0.000,0.01964 ± 0.00000,0.00888 ± 0.00000
OF,PC,RF,1,14,721bb5b3791b65b8,5,0.931 ± 0.004,0.443 ± 0.005,0.422 ± 0.013,0.01590 ± 0.00006,0.00415 ± 0.00068
OF,PC,RF,2,15,fc59b09fb5ee3839,5,0.922 ± 0.006,0.429 ± 0.004,0.416 ± 0.007,0.01607 ± 0.00005,0.00398 ± 0.00054
OF,PC,RF,3,16,0d11386dd824b4c1,5,0.921 ± 0.003,0.436 ± 0.006,0.414 ± 0.012,0.01598 ± 0.00005,0.00469 ± 0.00033
OF,PC,RF,4,17,285c77ccbcb26f76,5,0.917 ± 0.006,0.431 ± 0.003,0.417 ± 0.014,0.01602 ± 0.00003,0.00406 ± 0.00050
OF,PC,RF,5,18,3b96f3c5e78883cd,5,0.919 ± 0.005,0.435 ± 0.003,0.408 ± 0.011,0.01599 ± 0.00004,0.00481 ± 0.00093
OF,PC,RF,6,19,bcb0b960f2d60d8e,5,0.924 ± 0.004,0.432 ± 0.006,0.421 ± 0.006,0.01605 ± 0.00006,0.00491 ± 0.00049
OF,PC,RF,7,20,fc2a48d3efdcf9d2,5,0.929 ± 0.001,0.425 ± 0.002,0.406 ± 0.009,0.01615 ± 0.00007,0.00450 ± 0.00064
OF,PC,RF,8,21,6c77d017e3138a39,5,0.929 ± 0.005,0.428 ± 0.002,0.418 ± 0.015,0.01612 ± 0.00006,0.00466 ± 0.00103
OF,PC,RF,9,22,0f710de7b3c7092d,5,0.928 ± 0.004,0.417 ± 0.008,0.396 ± 0.012,0.01625 ± 0.00008,0.00494 ± 0.00044
OF,PC,RF,10,23,9710632908b0d396,5,0.923 ± 0.007,0.413 ± 0.006,0.407 ± 0.012,0.01633 ± 0.00005,0.00389 ± 0.00067
OF,PC,RF,11,24,20cc5c9a42ed1752,5,0.930 ± 0.008,0.410 ± 0.010,0.400 ± 0.013,0.01634 ± 0.00010,0.00412 ± 0.00063
OF,PC,RF,12,25,0857a78345413e0e,5,0.929 ± 0.004,0.407 ± 0.005,0.393 ± 0.011,0.01638 ± 0.00007,0.00441 ± 0.00073
OF,PC,RF,13,26,463c4174acb2abb3,5,0.928 ± 0.006,0.406 ± 0.006,0.399 ± 0.015,0.01640 ± 0.00009,0.00475 ± 0.00088
OF,PC,RF,14,27,5046c221cf89c9d1,5,0.931 ± 0.003,0.407 ± 0.005,0.404 ± 0.016,0.01639 ± 0.00009,0.00471 ± 0.00062
OF,PC,RF,15,28,e8553ac2e8a1b18f,5,0.928 ± 0.002,0.398 ± 0.002,0.404 ± 0.004,0.01653 ± 0.00005,0.00411 ± 0.00070
OF,PC,RF,16,29,f58cd5bcf72e5cb2,5,0.928 ± 0.004,0.397 ± 0.008,0.391 ± 0.017,0.01657 ± 0.00008,0.00317 ± 0.00042
OF,PC,RF,17,30,4762f86d5d8bbacb,5,0.930 ± 0.003,0.396 ± 0.006,0.400 ± 0.014,0.01656 ± 0.00006,0.00460 ± 0.00113
OF,PC,RF,18,31,ef62e99782aa5a11,5,0.929 ± 0.004,0.399 ± 0.007,0.398 ± 0.013,0.01655 ± 0.00009,0.00447 ± 0.00054
OF,PC,RF,19,32,176f018cb5c2c8cf,5,0.933 ± 0.006,0.398 ± 0.005,0.401 ± 0.010,0.01655 ± 0.00008,0.00450 ± 0.00051
OF,PC,RF,20,33,d94ce2ce605d4851,5,0.924 ± 0.007,0.424 ± 0.006,0.401 ± 0.009,0.01617 ± 0.00006,0.00438 ± 0.00111
OF,PC,RF,21,34,2cd73d9141134774,5,0.928 ± 0.005,0.423 ± 0.003,0.389 ± 0.013,0.01616 ± 0.00005,0.00414 ± 0.00087
OF,PC,RF,22,35,d3c7b2ea7e48d507,5,0.930 ± 0.005,0.419 ± 0.002,0.382 ± 0.006,0.01621 ± 0.00004,0.00446 ± 0.00037
OF,PC,RF,23,36,2088c05c8d8f760b,5,0.929 ± 0.007,0.427 ± 0.004,0.400 ± 0.017,0.01607 ± 0.00005,0.00395 ± 0.00022
OF,PC,RF,24,37,56b4aac031f87554,5,0.927 ± 0.004,0.426 ± 0.003,0.391 ± 0.012,0.01613 ± 0.00006,0.00430 ± 0.00057
OF,PC,XGBoost,1,14,721bb5b3791b65b8,5,0.938 ± 0.001,0.467 ± 0.008,0.440 ± 0.020,0.01584 ± 0.00019,0.01007 ± 0.00055
OF,PC,XGBoost,2,15,fc59b09fb5ee3839,5,0.938 ± 0.001,0.471 ± 0.002,0.447 ± 0.025,0.01584 ± 0.00009,0.01075 ± 0.00064
OF,PC,XGBoost,3,16,0d11386dd824b4c1,5,0.935 ± 0.003,0.460 ± 0.011,0.437 ± 0.018,0.01602 ± 0.00018,0.01092 ± 0.00077
OF,PC,XGBoost,4,17,285c77ccbcb26f76,5,0.937 ± 0.002,0.471 ± 0.007,0.451 ± 0.004,0.01589 ± 0.00013,0.01118 ± 0.00047
OF,PC,XGBoost,5,18,3b96f3c5e78883cd,5,0.939 ± 0.001,0.476 ± 0.010,0.484 ± 0.005,0.01566 ± 0.00025,0.01042 ± 0.00038
OF,PC,XGBoost,6,19,bcb0b960f2d60d8e,5,0.940 ± 0.001,0.476 ± 0.008,0.470 ± 0.010,0.01584 ± 0.00015,0.01091 ± 0.00042
OF,PC,XGBoost,7,20,fc2a48d3efdcf9d2,5,0.940 ± 0.002,0.474 ± 0.004,0.460 ± 0.027,0.01583 ± 0.00013,0.01134 ± 0.00041
OF,PC,XGBoost,8,21,6c77d017e3138a39,5,0.943 ± 0.002,0.476 ± 0.003,0.458 ± 0.013,0.01571 ± 0.00012,0.01135 ± 0.00040
OF,PC,XGBoost,9,22,0f710de7b3c7092d,5,0.941 ± 0.001,0.473 ± 0.006,0.439 ± 0.020,0.01586 ± 0.00008,0.01166 ± 0.00014
OF,PC,XGBoost,10,23,9710632908b0d396,5,0.941 ± 0.003,0.477 ± 0.005,0.473 ± 0.017,0.01579 ± 0.00011,0.01033 ± 0.00047
OF,PC,XGBoost,11,24,20cc5c9a42ed1752,5,0.942 ± 0.002,0.478 ± 0.006,0.469 ± 0.008,0.01577 ± 0.00016,0.01048 ± 0.00081
OF,PC,XGBoost,12,25,0857a78345413e0e,5,0.941 ± 0.002,0.465 ± 0.011,0.453 ± 0.029,0.01599 ± 0.00025,0.01097 ± 0.00028
OF,PC,XGBoost,13,26,463c4174acb2abb3,5,0.938 ± 0.002,0.465 ± 0.008,0.441 ± 0.017,0.01605 ± 0.00022,0.01151 ± 0.00045
OF,PC,XGBoost,14,27,5046c221cf89c9d1,5,0.938 ± 0.001,0.471 ± 0.007,0.455 ± 0.022,0.01596 ± 0.00023,0.01106 ± 0.00067
OF,PC,XGBoost,15,28,e8553ac2e8a1b18f,5,0.936 ± 0.002,0.470 ± 0.011,0.453 ± 0.019,0.01602 ± 0.00022,0.01167 ± 0.00111
OF,PC,XGBoost,16,29,f58cd5bcf72e5cb2,5,0.937 ± 0.003,0.469 ± 0.011,0.487 ± 0.016,0.01598 ± 0.00020,0.01102 ± 0.00017
OF,PC,XGBoost,17,30,4762f86d5d8bbacb,5,0.937 ± 0.002,0.464 ± 0.008,0.476 ± 0.031,0.01601 ± 0.00013,0.01105 ± 0.00056
OF,PC,XGBoost,18,31,ef62e99782aa5a11,5,0.935 ± 0.002,0.453 ± 0.008,0.468 ± 0.020,0.01625 ± 0.00015,0.01224 ± 0.00092
OF,PC,XGBoost,19,32,176f018cb5c2c8cf,5,0.936 ± 0.003,0.452 ± 0.008,0.464 ± 0.015,0.01619 ± 0.00014,0.01144 ± 0.00065
OF,PC,XGBoost,20,33,d94ce2ce605d4851,5,0.934 ± 0.002,0.456 ± 0.008,0.470 ± 0.011,0.01611 ± 0.00018,0.01219 ± 0.00064
OF,PC,XGBoost,21,34,2cd73d9141134774,5,0.932 ± 0.003,0.464 ± 0.006,0.479 ± 0.007,0.01598 ± 0.00015,0.01171 ± 0.00101
OF,PC,XGBoost,22,35,d3c7b2ea7e48d507,5,0.933 ± 0.003,0.462 ± 0.008,0.479 ± 0.020,0.01601 ± 0.00007,0.01141 ± 0.00066
OF,PC,XGBoost,23,36,2088c05c8d8f760b,5,0.934 ± 0.002,0.463 ± 0.005,0.472 ± 0.009,0.01592 ± 0.00017,0.01100 ± 0.00042
OF,PC,XGBoost,24,37,56b4aac031f87554,5,0.935 ± 0.002,0.464 ± 0.006,0.458 ± 0.018,0.01606 ± 0.00015,0.01184 ± 0.00060
